     47    21     -0.1420      0.0130     -2.9553   -407.2563   -412.3639    -44.3321    -49.4398
     48    21     -0.1434      0.0173     -2.4423   -415.4916   -418.5466    -44.4960    -47.5510
     49    21     -0.1526      0.0246     -2.2005   -425.6190   -426.5926    -46.5520    -47.5256
     50    21     -0.1382      0.0211     -1.3764   -431.6754   -431.7653    -44.5370    -44.6269
     51    21     -0.1291      0.0216     -0.8551   -438.4278   -438.6732    -43.2180    -43.4635
     52    21     -0.0863      0.0131      0.0013   -443.6412   -443.2032    -40.3600    -39.9220
     53    21     -0.0413      0.0035      0.3572      0.0000   -449.4308      0.0000    -38.0782
     54    21     -0.0913      0.0204      1.0898   -453.6240   -452.5051    -34.2000    -33.0811
     55    21     -0.1313      0.0333      1.1625   -457.0954   -457.2956    -29.6000    -29.8002
     56    21     -0.1419      0.0378      1.6103      0.0000   -460.1180      0.0000    -24.5512
     57    21     -0.1534      0.0405      1.8718      0.0000   -464.1890      0.0000    -20.5508
     58    21     -0.1685      0.0385      2.1311      0.0000   -466.5577      0.0000    -14.8482
     59    21     -0.1858      0.0376      2.0579      0.0000   -470.1195      0.0000    -10.3385
     60    21      0.1394     -0.0221      3.0128      0.0000   -472.1694      0.0000     -4.3170
     61    21      0.1408     -0.0263      2.7656      0.0000   -475.3581      0.0000      0.5657
     62    21      0.1459     -0.0265      2.4488      0.0000   -477.2462      0.0000      6.7490
     63    21      0.1566     -0.0277      1.9359      0.0000   -479.9376      0.0000     12.1290
     64    21      0.1431     -0.0335      1.6593      0.0000   -481.4224      0.0000     18.7155
     65    21      0.1300     -0.0409      1.0882      0.0000   -483.7265      0.0000     24.4828
     66    21      0.1246     -0.0382      0.7939      0.0000   -484.7433      0.0000     31.5374
     67    21      0.1125     -0.0358      0.4093      0.0000   -486.3879      0.0000     37.9642
     68    21      0.0847     -0.0299      0.1075      0.0000   -487.1518      0.0000     45.2717
     69    21      0.0554     -0.0235     -0.6584      0.0000   -488.7076      0.0000     51.7873
     70    21      0.0480     -0.0217     -1.5822      0.0000   -489.4208      0.0000     59.1455
     71    21      0.0413     -0.0201     -2.6410      0.0000   -490.5693      0.0000     66.0684
     72    21      0.0320     -0.0185     -3.1116      0.0000   -490.4250      0.0000     74.2841
     73    21      0.0207     -0.0176     -3.7099      0.0000   -490.6284      0.0000     82.1521
     74    21      0.0301     -0.0170     -3.8777      0.0000   -489.7571      0.0000     91.0948
     75    21      0.0391     -0.0160     -4.1495      0.0000   -489.1434      0.0000     99.7799
     76    21      0.0408     -0.0174     -4.4547      0.0000   -488.0607      0.0000    108.9340
     77    21      0.0426     -0.0176     -4.8367      0.0000   -487.1489      0.0000    117.9172
     78    21      0.0361     -0.0154     -5.1480      0.0000   -485.7879      0.0000    127.3496
     79    21      0.0282     -0.0131     -5.5508      0.0000   -484.5391      0.0000    136.6698
     80    21      0.0284     -0.0166     -4.5517      0.0000   -481.5074      0.0000    147.7729
