     24    16      0.2404     -0.0526      0.0057      0.0000   -122.1102      0.0000     59.0841
     25    16      0.2083     -0.0367     -0.4459      0.0000   -144.9854      0.0000     44.2802
     26    16      0.1775     -0.0206     -1.5055      0.0000   -170.5362      0.0000     26.8009
     27    16      0.1043     -0.0139     -2.6612      0.0000   -191.1175      0.0000     14.2910
     28    16      0.0449     -0.0037     -5.0080   -209.4099   -214.8320      4.0700     -1.3522
     29    16      0.0461     -0.0006     -4.2974   -224.7113   -230.1930     -3.1600     -8.6417
     30    16      0.0484      0.0038     -3.9109   -243.6857   -248.0728    -14.0630    -18.4502
     31    16      0.0701      0.0002     -2.1695   -256.7387   -259.5604    -19.0446    -21.8664
     32    16      0.0922     -0.0029     -0.9479   -271.7812   -273.3351    -26.0157    -27.5696
     33    16      0.1146     -0.0080      0.0122   -280.4229   -281.6228    -26.5860    -27.7859
     34    16     -0.1570      0.0449     -0.3543   -291.8401   -292.6134    -29.9318    -30.7052
     35    16     -0.1659      0.0419      0.0020   -298.8260   -299.3469    -28.8464    -29.3672
     36    16     -0.1723      0.0393      0.0528   -308.7151   -308.6753    -30.6641    -30.6243
     37    16     -0.1526      0.0387      0.4000   -313.0188   -314.3234    -26.8964    -28.2009
     38    16     -0.1349      0.0374      0.4478   -321.0549   -322.4456    -26.8610    -28.2518
     39    16     -0.1132      0.0317      0.4456   -325.4253   -327.3260    -23.1600    -25.0607
     40    16     -0.0934      0.0276      0.0401   -333.2067   -334.6423    -22.8700    -24.3057
     41    16     -0.1090      0.0298      0.2257   -337.4281   -337.9404    -19.0200    -19.5323
     42    16     -0.1181      0.0328      0.2619   -344.1594   -343.4092    -17.6800    -16.9297
     43    16     -0.1296      0.0370      0.7089   -346.5208   -345.5365    -11.9700    -10.9856
     44    16     -0.1345      0.0402      1.0680   -351.7222   -349.7050     -9.1000     -7.0828
     45    16     -0.1599      0.0294      1.2399   -353.9936   -351.3117     -3.3000     -0.6180
     46    16      0.1224     -0.0296      1.7253      0.0000   -354.9244      0.0000      3.8406
     47    16      0.1495     -0.0312      1.5878      0.0000   -355.9746      0.0000     10.8619
     48    16      0.1431     -0.0278      1.6810      0.0000   -358.8836      0.0000     16.0242
     49    16      0.1549     -0.0279      2.3903      0.0000   -358.5789      0.0000     24.4003
     50    16      0.1623     -0.0302      2.9815      0.0000   -360.0413      0.0000     31.0093
     51    16      0.1954     -0.0173      3.4743      0.0000   -359.1623      0.0000     39.9598
     52    16      0.2238     -0.0167      3.4975      0.0000   -360.2108      0.0000     46.9826
     53    16      0.2400     -0.0161      3.6576      0.0000   -359.1759      0.0000     56.0890
     54    16      0.2558     -0.0159      3.5439      0.0000   -359.8865      0.0000     63.4497
     55    16      0.2601     -0.0193      3.5759      0.0000   -358.6352      0.0000     72.7725
     56    16      0.2599     -0.0223      3.5087      0.0000   -358.9773      0.0000     80.5017
     57    16      0.2651     -0.0269      3.3500      0.0000   -357.4159      0.0000     90.1345
     58    16      0.2685     -0.0329      2.9899      0.0000   -357.4249      0.0000     98.1969
